iter	Logloss
383	0.1649563371
384	0.1649247494
385	0.1648859988
386	0.1648396946
387	0.1648117585
388	0.1647831314
389	0.1647538781
390	0.1647343476
391	0.1647072532
392	0.1646834559
393	0.1646523247
394	0.1646149911
395	0.1645899386
396	0.1645656742
397	0.1645257215
398	0.1645015902
399	0.1644813763
400	0.1644426701
401	0.1644048031
402	0.1643712218
403	0.1643440526
404	0.1643011374
405	0.1642778732
406	0.1642508304
407	0.1642314438
408	0.1641865223
409	0.1641467943
410	0.164125729
411	0.1640813224
412	0.1640382162
413	0.1640135145
414	0.1640000681
415	0.1639803259
416	0.1639612499
417	0.1639297172
418	0.1639001665
419	0.1638670835
420	0.1638419891
421	0.1638055249
422	0.1637710819
423	0.1637555678
424	0.1637308343
425	0.1637021197
426	0.1636716626
427	0.1636425733
428	0.1636205725
429	0.1635884218
430	0.1635622666
431	0.1635322504
432	0.1634986223
433	0.1634657385
434	0.1634519324
435	0.1634328918
436	0.1633945177
437	0.1633648719
438	0.1633270314
439	0.1632828461
440	0.1632600888
441	0.1632238214
442	0.1631933176
443	0.1631652192
444	0.1631463028
445	0.1631304315
446	0.1630894351
447	0.1630588987
448	0.163033442
449	0.1630103636
450	0.1629899423
451	0.1629639852
452	0.1629275587
453	0.1629016349
454	0.1628768781
455	0.1628352196
456	0.1628155648
457	0.1627926867
458	0.1627747945
459	0.162751058
460	0.1627247938
461	0.1626895938
462	0.1626673258
463	0.1626325647
464	0.1625991194
465	0.1625800143
466	0.1625425902
467	0.1625251992
468	0.1625001019
469	0.1624669987
470	0.162437623
471	0.1624194774
472	0.1623883484
473	0.1623552387
474	0.162330404
475	0.1623035898
476	0.1622694121
477	0.162248181
478	0.162214389
479	0.1621983925
480	0.1621676884
481	0.1621481545
482	0.1621330399
483	0.162110355
484	0.1620974368
485	0.1620674381
486	0.1620462931
487	0.1620145469
488	0.1619965486
489	0.1619686635
490	0.1619513244
491	0.161920056
492	0.1618819197
493	0.1618647222
494	0.1618360919
495	0.1618229075
496	0.161798155
497	0.1617747246
498	0.1617490846
499	0.161735951
500	0.1617094968
501	0.1616783968
502	0.1616513129
503	0.1616186601
504	0.1616078991
505	0.1615771639
506	0.1615557142
507	0.1615374911
508	0.1615117191
509	0.161487113
510	0.1614719622
511	0.1614359376
512	0.1614092988
513	0.1613868846
514	0.1613613999
515	0.1613243223
516	0.1612941699
517	0.1612617183
518	0.161240989
519	0.1612150456
520	0.161178166
521	0.1611623686
522	0.1611269356
523	0.1611256084
524	0.1610947036
525	0.1610605952
526	0.1610345189
527	0.161011593
528	0.1609802869
529	0.1609615906
530	0.1609460528
531	0.1609263977
532	0.1609024396
533	0.1608708024
534	0.1608533798
535	0.160807762
536	0.1607836508
537	0.1607523528
538	0.1607246455
539	0.1606936824
540	0.1606735533
541	0.1606456609
542	0.1606174542
543	0.1605914462
544	0.1605572634
545	0.1605369302
546	0.1605164174
547	0.1604885436
548	0.1604698661
549	0.1604465672
550	0.16042329
551	0.1603970623
552	0.1603856034
553	0.1603692897
554	0.1603461664
555	0.160330591
556	0.1603086847
557	0.1602942961
558	0.1602747118
559	0.1602608367
560	0.1602475756
561	0.160232044
562	0.1602000999
563	0.1601723968
564	0.160156424
565	0.1601285158
566	0.1601008157
567	0.160086112
568	0.160066722
569	0.1600481611
570	0.1600204208
571	0.1600035377
572	0.1599895703
573	0.1599712448
574	0.1599407738
575	0.1599083846
576	0.1598946863
577	0.1598748699
578	0.1598482933
579	0.1598322371
580	0.159805504
581	0.1597873736
582	0.1597606945
583	0.1597412566
584	0.1597145885
585	0.1596767458
586	0.1596576459
587	0.159626931
588	0.1595957924
589	0.1595765338
590	0.1595530881
591	0.1595337273
592	0.1595075665
593	0.1594799589
594	0.1594573864
595	0.159434061
596	0.1594143645
597	0.1593869767
598	0.1593600286
599	0.1593333002
600	0.1593136848
601	0.1592929481
602	0.1592588039
603	0.1592410794
604	0.1592204632
605	0.1591951898
606	0.1591799413
607	0.1591556301
608	0.1591308189
609	0.159113188
610	0.1590835239
611	0.1590408053
612	0.1590023181
613	0.1589805123
614	0.1589499503
615	0.1589376457
616	0.1588956275
617	0.1588657102
618	0.1588191767
619	0.1587966077
620	0.1587792269
621	0.1587414174
622	0.1587243271
623	0.1587104777
624	0.1586876742
625	0.1586564249
626	0.1586382942
627	0.1586145732
628	0.158586209
629	0.1585606859
630	0.1585428788
631	0.1585147564
632	0.1584843109
633	0.1584598205
634	0.15845075
635	0.1584233291
636	0.1583981271
637	0.1583729005
638	0.158347584
639	0.1583291095
640	0.1583112499
641	0.1582837371
642	0.1582585381
643	0.1582307827
644	0.1582170195
645	0.158184188
646	0.158171181
647	0.1581505654
648	0.1581166413
649	0.1580867894
650	0.1580620961
651	0.1580249285
652	0.158003184
653	0.1579729718
654	0.1579574128
655	0.1579332837
656	0.1579033023
657	0.1578793503
658	0.1578387128
659	0.1578196238
660	0.1577919965
661	0.1577736638
662	0.1577538053
663	0.1577363282
664	0.1576997586
665	0.1576741889
666	0.1576451898
667	0.1576168651
668	0.1575827567
669	0.1575574114
670	0.1575245457
671	0.1575047854
672	0.1574775101
673	0.157444195
674	0.1574264668
675	0.157391698
676	0.1573661263
677	0.157340127
678	0.1573241393
679	0.1572976131
680	0.1572831786
681	0.1572640323
682	0.1572448862
683	0.1572318896
684	0.1572166721
685	0.1571943024
686	0.1571605472
687	0.1571358782
688	0.1571138578
689	0.1570884011
690	0.15707109
691	0.157049344
692	0.1570405327
693	0.1570303367
694	0.156991682
695	0.1569670379
696	0.1569435832
697	0.1569211393
698	0.1569063141
699	0.1568618122
700	0.1568386862
701	0.1568112158
702	0.1567813896
703	0.156749369
704	0.156712308
705	0.1566786193
706	0.1566680398
707	0.1566460932
708	0.1566170313
709	0.1566093325
710	0.1565802659
711	0.1565460909
712	0.1565253195
713	0.1565034364
714	0.1564911765
715	0.1564670947
716	0.156438403
717	0.1564335888
718	0.1564222176
719	0.1563931739
720	0.1563600961
721	0.1563438361
722	0.1563296987
723	0.1563069617
724	0.1562587544
725	0.1562348756
726	0.15620882
727	0.1561853829
728	0.1561655893
729	0.1561462169
730	0.1561058374
731	0.15608204
732	0.1560663805
733	0.1560485533
734	0.1560366977
735	0.1560185923
736	0.1559847763
737	0.1559549618
738	0.1559234584
739	0.1559035881
740	0.1558806872
741	0.1558529561
742	0.1558358899
743	0.1557982802
744	0.1557813725
745	0.1557563041
746	0.1557355953
747	0.1557180425
748	0.1556886674
749	0.1556470887
750	0.1556129404
751	0.1555967864
752	0.1555714967
753	0.1555586805
754	0.1555334475
755	0.1555199779
756	0.1555093154
757	0.1554842506
758	0.1554587406
759	0.1554266693
760	0.1554088183
761	0.1553890785
762	0.1553707944
763	0.1553550198
764	0.1553410554
765	0.1553228032
766	0.1552946892
767	0.1552710333
768	0.1552613706
769	0.1552440732
770	0.1552278064
771	0.1552033686
772	0.1551842419
773	0.1551639968
774	0.1551412503
775	0.1551082187
776	0.1551000329
777	0.1550819803
778	0.1550408938
779	0.1550259673
780	0.1550100337
781	0.1550028413
782	0.154976784
783	0.1549675026
784	0.1549447161
785	0.154923214
786	0.1549008774
787	0.1548844845
788	0.1548735247
789	0.1548446139
790	0.1548085178
791	0.1547821303
792	0.1547585115
793	0.1547365227
794	0.1546971753
795	0.1546734917
796	0.1546478146
797	0.1546325361
798	0.1546122465
799	0.1546106506
800	0.1546003827
801	0.1545776788
802	0.1545763068
803	0.1545709168
804	0.1545364436
805	0.1545215452
806	0.1544867185
807	0.1544634212
808	0.1544273678
809	0.1543979846
810	0.1543887108
811	0.1543736278
812	0.1543623114
813	0.1543348008
814	0.1543237322
815	0.1543072035
816	0.1542915762
817	0.1542715204
818	0.154248736
819	0.1542273446
820	0.1541997695
821	0.1541702985
822	0.1541473256
823	0.1541186031
824	0.1540908586
825	0.154078089
826	0.1540619271
827	0.1540457777
828	0.1540216561
829	0.1539943023
830	0.1539654291
831	0.1539419693
832	0.1539238062
833	0.153900242
834	0.153887227
835	0.1538462474
836	0.1538213599
837	0.1537948434
838	0.1537738225
839	0.1537449314
840	0.1537223181
841	0.1536984513
842	0.153663655
843	0.1536452057
844	0.1536072379
845	0.1535743354
846	0.1535616852
847	0.1535331924
848	0.1535137784
849	0.1534867696
850	0.1534698781
851	0.1534481967
852	0.1534215435
853	0.1533929221
854	0.1533684195
855	0.1533439953
856	0.1533266901
857	0.1533010424
858	0.1532804711
859	0.1532577567
860	0.1532430318
861	0.1532268686
862	0.1532067131
863	0.1531962835
864	0.1531753743
865	0.1531509479
866	0.1531340996
867	0.1531190049
868	0.1531085306
869	0.1530825661
870	0.1530572769
871	0.1530425225
872	0.1530240185
873	0.1530065992
874	0.1529741504
875	0.1529531525
876	0.1529341026
877	0.1529328569
878	0.152912974
879	0.1528844858
880	0.1528674486
881	0.1528444797
882	0.1528275045
883	0.1528003946
884	0.1527774083
885	0.1527549739
886	0.1527446475
887	0.1527197005
888	0.1526981135
889	0.1526870708
890	0.1526617873
891	0.1526283497
892	0.1526245813
893	0.1526090134
894	0.1525869134
895	0.1525615584
896	0.1525400003
897	0.15252134
898	0.1524983835
899	0.1524796754
900	0.1524701742
901	0.1524508192
902	0.1524303742
903	0.152407503
904	0.1523921894
905	0.1523719126
906	0.1523533496
907	0.1523354067
908	0.1523119269
909	0.1522805188
910	0.1522574297
911	0.1522284674
912	0.1522038296
913	0.1521919374
914	0.1521699342
915	0.1521524139
916	0.1521298954
917	0.1521062723
918	0.1520869753
919	0.1520741929
920	0.1520493518
921	0.1520275777
922	0.1519970434
923	0.1519729167
924	0.1519423543
925	0.1519294244
926	0.1519060922
927	0.1518915741
928	0.1518780993
929	0.1518604853
930	0.1518460334
931	0.1518170872
932	0.1517937095
933	0.1517710644
934	0.1517582342
935	0.1517416703
936	0.1517275528
937	0.1517125438
938	0.1516912673
939	0.151660132
940	0.1516489056
941	0.1516159959
942	0.1515921005
943	0.1515825822
944	0.1515596397
945	0.1515264088
946	0.1515041426
947	0.1514781686
948	0.1514462941
949	0.1514275748
950	0.151412469
951	0.1513951304
952	0.1513795321
953	0.1513504521
954	0.1513389565
955	0.1513227612
956	0.1513021735
957	0.1512783293
958	0.1512628767
959	0.1512423347
960	0.1512171011
961	0.1511950844
962	0.151178457
963	0.1511733288
964	0.1511591775
965	0.1511347044
966	0.1511097124
967	0.1510890954
968	0.1510658792
969	0.1510443134
970	0.1510199201
971	0.150984716
972	0.1509597707
973	0.1509322521
974	0.1509047489
975	0.15088321
976	0.1508613455
977	0.1508413748
978	0.1508321349
979	0.1508023779
980	0.1507869835
981	0.150775249
982	0.150756972
983	0.1507289009
984	0.1507140389
985	0.1506989344
986	0.150674007
987	0.1506482153
988	0.1506357771
989	0.1506126529
990	0.1505828035
991	0.1505639883
992	0.1505449974
993	0.1505201623
994	0.1504932917
995	0.1504690227
996	0.1504636191
997	0.1504495771
998	0.1504300753
999	0.1504023921
